[2021-12-20 04:47:22 | info | root]: Now training of Implicit-GON is starting. We provide the parameters as the following
[2021-12-20 05:08:23 | info | root]: Test Loss : 0.025054732
[2021-12-20 05:08:34 | info | root]: Epoch : 147
[2021-12-20 05:08:34 | info | root]: Train Loss : 0.021020824
[2021-12-20 05:08:34 | info | root]: Test Loss : 0.023933738
[2021-12-20 05:08:39 | info | root]: Epoch : 148
[2021-12-20 05:08:39 | info | root]: Train Loss : 0.020293493
[2021-12-20 05:08:39 | info | root]: Test Loss : 0.023107015
[2021-12-20 05:08:44 | info | root]: Epoch : 149
[2021-12-20 05:08:44 | info | root]: Train Loss : 0.020883907
[2021-12-20 05:08:44 | info | root]: Test Loss : 0.023726443
[2021-12-20 05:08:53 | info | root]: Epoch : 150
[2021-12-20 05:08:53 | info | root]: Train Loss : 0.020280479
[2021-12-20 05:08:53 | info | root]: Test Loss : 0.023631688
[2021-12-20 05:09:03 | info | root]: Epoch : 151
[2021-12-20 05:09:03 | info | root]: Train Loss : 0.019284884
[2021-12-20 05:09:03 | info | root]: Test Loss : 0.022138985
[2021-12-20 05:09:15 | info | root]: Epoch : 152
[2021-12-20 05:09:15 | info | root]: Train Loss : 0.018852642
[2021-12-20 05:09:15 | info | root]: Test Loss : 0.021503668
[2021-12-20 05:09:20 | info | root]: Epoch : 153
[2021-12-20 05:09:20 | info | root]: Train Loss : 0.01878251
[2021-12-20 05:09:20 | info | root]: Test Loss : 0.021686293
[2021-12-20 05:09:25 | info | root]: Epoch : 154
[2021-12-20 05:09:25 | info | root]: Train Loss : 0.01847231
[2021-12-20 05:09:25 | info | root]: Test Loss : 0.021417432
[2021-12-20 05:09:34 | info | root]: Epoch : 155
[2021-12-20 05:09:34 | info | root]: Train Loss : 0.018212589
[2021-12-20 05:09:34 | info | root]: Test Loss : 0.021156322
[2021-12-20 05:09:46 | info | root]: Epoch : 156
[2021-12-20 05:09:46 | info | root]: Train Loss : 0.019401575
[2021-12-20 05:09:46 | info | root]: Test Loss : 0.022402313
[2021-12-20 05:09:57 | info | root]: Epoch : 157
[2021-12-20 05:09:57 | info | root]: Train Loss : 0.018870607
[2021-12-20 05:09:57 | info | root]: Test Loss : 0.02204509
[2021-12-20 05:10:02 | info | root]: Epoch : 158
[2021-12-20 05:10:02 | info | root]: Train Loss : 0.018807353
[2021-12-20 05:10:02 | info | root]: Test Loss : 0.021846721
[2021-12-20 05:10:07 | info | root]: Epoch : 159
[2021-12-20 05:10:07 | info | root]: Train Loss : 0.018437171
[2021-12-20 05:10:07 | info | root]: Test Loss : 0.02136342
[2021-12-20 05:10:17 | info | root]: Epoch : 160
[2021-12-20 05:10:17 | info | root]: Train Loss : 0.017478354
[2021-12-20 05:10:17 | info | root]: Test Loss : 0.020507243
[2021-12-20 05:10:28 | info | root]: Epoch : 161
[2021-12-20 05:10:28 | info | root]: Train Loss : 0.017344804
[2021-12-20 05:10:28 | info | root]: Test Loss : 0.020394186
[2021-12-20 05:10:39 | info | root]: Epoch : 162
[2021-12-20 05:10:39 | info | root]: Train Loss : 0.016854217
[2021-12-20 05:10:39 | info | root]: Test Loss : 0.019901529
[2021-12-20 05:10:44 | info | root]: Epoch : 163
[2021-12-20 05:10:44 | info | root]: Train Loss : 0.016929694
[2021-12-20 05:10:44 | info | root]: Test Loss : 0.019868262
[2021-12-20 05:10:50 | info | root]: Epoch : 164
[2021-12-20 05:10:50 | info | root]: Train Loss : 0.017304562
[2021-12-20 05:10:50 | info | root]: Test Loss : 0.020425422
[2021-12-20 05:10:59 | info | root]: Epoch : 165
[2021-12-20 05:10:59 | info | root]: Train Loss : 0.017183397
[2021-12-20 05:10:59 | info | root]: Test Loss : 0.020472616
[2021-12-20 05:11:09 | info | root]: Epoch : 166
[2021-12-20 05:11:09 | info | root]: Train Loss : 0.016478779
[2021-12-20 05:11:09 | info | root]: Test Loss : 0.0194714
[2021-12-20 05:11:21 | info | root]: Epoch : 167
[2021-12-20 05:11:21 | info | root]: Train Loss : 0.016499782
[2021-12-20 05:11:21 | info | root]: Test Loss : 0.019541778
[2021-12-20 05:11:26 | info | root]: Epoch : 168
[2021-12-20 05:11:26 | info | root]: Train Loss : 0.017394802
[2021-12-20 05:11:26 | info | root]: Test Loss : 0.020070128
[2021-12-20 05:11:31 | info | root]: Epoch : 169
[2021-12-20 05:11:31 | info | root]: Train Loss : 0.016594985
[2021-12-20 05:11:31 | info | root]: Test Loss : 0.019624887
[2021-12-20 05:11:40 | info | root]: Epoch : 170
[2021-12-20 05:11:40 | info | root]: Train Loss : 0.01643383
[2021-12-20 05:11:40 | info | root]: Test Loss : 0.019526169
[2021-12-20 05:11:49 | info | root]: Epoch : 171
[2021-12-20 05:11:49 | info | root]: Train Loss : 0.01674373
[2021-12-20 05:11:49 | info | root]: Test Loss : 0.019663848
[2021-12-20 05:11:59 | info | root]: Epoch : 172
[2021-12-20 05:11:59 | info | root]: Train Loss : 0.016216505
[2021-12-20 05:11:59 | info | root]: Test Loss : 0.019215446
[2021-12-20 05:12:10 | info | root]: Epoch : 173
[2021-12-20 05:12:10 | info | root]: Train Loss : 0.016064696
[2021-12-20 05:12:10 | info | root]: Test Loss : 0.01904279
[2021-12-20 05:12:15 | info | root]: Epoch : 174
[2021-12-20 05:12:15 | info | root]: Train Loss : 0.015660627
[2021-12-20 05:12:15 | info | root]: Test Loss : 0.018571436
[2021-12-20 05:12:21 | info | root]: Epoch : 175
[2021-12-20 05:12:21 | info | root]: Train Loss : 0.015330749
[2021-12-20 05:12:21 | info | root]: Test Loss : 0.018301355
[2021-12-20 05:12:31 | info | root]: Epoch : 176
[2021-12-20 05:12:31 | info | root]: Train Loss : 0.01518425
[2021-12-20 05:12:31 | info | root]: Test Loss : 0.01827709
[2021-12-20 05:12:41 | info | root]: Epoch : 177
[2021-12-20 05:12:41 | info | root]: Train Loss : 0.015794255
[2021-12-20 05:12:41 | info | root]: Test Loss : 0.018698027
[2021-12-20 05:12:51 | info | root]: Epoch : 178
[2021-12-20 05:12:51 | info | root]: Train Loss : 0.014831703
[2021-12-20 05:12:51 | info | root]: Test Loss : 0.017993324
[2021-12-20 05:12:56 | info | root]: Epoch : 179
[2021-12-20 05:12:56 | info | root]: Train Loss : 0.014911168
[2021-12-20 05:12:56 | info | root]: Test Loss : 0.018004645
[2021-12-20 05:13:01 | info | root]: Epoch : 180
[2021-12-20 05:13:01 | info | root]: Train Loss : 0.016317243
[2021-12-20 05:13:01 | info | root]: Test Loss : 0.01926788
[2021-12-20 05:13:10 | info | root]: Epoch : 181
[2021-12-20 05:13:10 | info | root]: Train Loss : 0.034542497
[2021-12-20 05:13:10 | info | root]: Test Loss : 0.038010824
[2021-12-20 05:13:20 | info | root]: Epoch : 182
[2021-12-20 05:13:20 | info | root]: Train Loss : 0.021089004
[2021-12-20 05:13:20 | info | root]: Test Loss : 0.024277885
[2021-12-20 05:13:31 | info | root]: Epoch : 183
[2021-12-20 05:13:31 | info | root]: Train Loss : 0.01695604
[2021-12-20 05:13:31 | info | root]: Test Loss : 0.019842803
[2021-12-20 05:13:36 | info | root]: Epoch : 184
[2021-12-20 05:13:36 | info | root]: Train Loss : 0.016088776
[2021-12-20 05:13:36 | info | root]: Test Loss : 0.019046675
[2021-12-20 05:13:43 | info | root]: Epoch : 185
[2021-12-20 05:13:43 | info | root]: Train Loss : 0.015359272
[2021-12-20 05:13:43 | info | root]: Test Loss : 0.018398758
[2021-12-20 05:13:52 | info | root]: Epoch : 186
[2021-12-20 05:13:52 | info | root]: Train Loss : 0.015071607
[2021-12-20 05:13:52 | info | root]: Test Loss : 0.018251585
[2021-12-20 05:14:02 | info | root]: Epoch : 187
[2021-12-20 05:14:02 | info | root]: Train Loss : 0.014853282
[2021-12-20 05:14:02 | info | root]: Test Loss : 0.017835844
[2021-12-20 05:14:13 | info | root]: Epoch : 188
[2021-12-20 05:14:13 | info | root]: Train Loss : 0.015130649
[2021-12-20 05:14:13 | info | root]: Test Loss : 0.018137544
[2021-12-20 05:14:19 | info | root]: Epoch : 189
[2021-12-20 05:14:19 | info | root]: Train Loss : 0.014607664
[2021-12-20 05:14:19 | info | root]: Test Loss : 0.017496731
[2021-12-20 05:14:24 | info | root]: Epoch : 190
[2021-12-20 05:14:24 | info | root]: Train Loss : 0.014566641
[2021-12-20 05:14:24 | info | root]: Test Loss : 0.017622374
[2021-12-20 05:14:32 | info | root]: Epoch : 191
[2021-12-20 05:14:32 | info | root]: Train Loss : 0.014805704
[2021-12-20 05:14:32 | info | root]: Test Loss : 0.017733179
[2021-12-20 05:14:41 | info | root]: Epoch : 192
[2021-12-20 05:14:41 | info | root]: Train Loss : 0.014650633
[2021-12-20 05:14:41 | info | root]: Test Loss : 0.017509494
[2021-12-20 05:14:54 | info | root]: Epoch : 193
[2021-12-20 05:14:54 | info | root]: Train Loss : 0.014835956
[2021-12-20 05:14:54 | info | root]: Test Loss : 0.017984634
[2021-12-20 05:14:59 | info | root]: Epoch : 194
[2021-12-20 05:14:59 | info | root]: Train Loss : 0.014600713
[2021-12-20 05:14:59 | info | root]: Test Loss : 0.017662182
[2021-12-20 05:15:04 | info | root]: Epoch : 195
[2021-12-20 05:15:04 | info | root]: Train Loss : 0.014050823
[2021-12-20 05:15:04 | info | root]: Test Loss : 0.017068097
[2021-12-20 05:15:11 | info | root]: Epoch : 196
[2021-12-20 05:15:11 | info | root]: Train Loss : 0.014095613
[2021-12-20 05:15:11 | info | root]: Test Loss : 0.017291732
[2021-12-20 05:15:21 | info | root]: Epoch : 197
[2021-12-20 05:15:21 | info | root]: Train Loss : 0.0146878725
[2021-12-20 05:15:21 | info | root]: Test Loss : 0.017931938
[2021-12-20 05:15:33 | info | root]: Epoch : 198
[2021-12-20 05:15:33 | info | root]: Train Loss : 0.01479777
[2021-12-20 05:15:33 | info | root]: Test Loss : 0.018033838
[2021-12-20 05:15:38 | info | root]: Epoch : 199
[2021-12-20 05:15:38 | info | root]: Train Loss : 0.014266776
[2021-12-20 05:15:38 | info | root]: Test Loss : 0.017243704
[2021-12-20 05:15:44 | info | root]: Epoch : 200
[2021-12-20 05:15:44 | info | root]: Train Loss : 0.01399679
[2021-12-20 05:15:44 | info | root]: Test Loss : 0.017257176
[2021-12-20 05:15:52 | info | root]: Epoch : 201
[2021-12-20 05:15:52 | info | root]: Train Loss : 0.0139958095
[2021-12-20 05:15:52 | info | root]: Test Loss : 0.017281972
[2021-12-20 05:16:02 | info | root]: Epoch : 202
[2021-12-20 05:16:02 | info | root]: Train Loss : 0.0154172415
[2021-12-20 05:16:02 | info | root]: Test Loss : 0.018346751
[2021-12-20 05:16:12 | info | root]: Epoch : 203
[2021-12-20 05:16:12 | info | root]: Train Loss : 0.014235558
[2021-12-20 05:16:12 | info | root]: Test Loss : 0.017216755
[2021-12-20 05:16:18 | info | root]: Epoch : 204
[2021-12-20 05:16:18 | info | root]: Train Loss : 0.014606323
[2021-12-20 05:16:18 | info | root]: Test Loss : 0.017605282
[2021-12-20 05:16:23 | info | root]: Epoch : 205
[2021-12-20 05:16:23 | info | root]: Train Loss : 0.014170955
[2021-12-20 05:16:23 | info | root]: Test Loss : 0.017457513
[2021-12-20 05:16:32 | info | root]: Epoch : 206
[2021-12-20 05:16:32 | info | root]: Train Loss : 0.01392654
[2021-12-20 05:16:32 | info | root]: Test Loss : 0.017054455
[2021-12-20 05:16:42 | info | root]: Epoch : 207
[2021-12-20 05:16:42 | info | root]: Train Loss : 0.014652454
[2021-12-20 05:16:42 | info | root]: Test Loss : 0.017794766
[2021-12-20 05:16:57 | info | root]: Epoch : 208
[2021-12-20 05:16:57 | info | root]: Train Loss : 0.014324386
[2021-12-20 05:16:57 | info | root]: Test Loss : 0.017422952
[2021-12-20 05:17:09 | info | root]: Epoch : 209
[2021-12-20 05:17:09 | info | root]: Train Loss : 0.013465064
[2021-12-20 05:17:09 | info | root]: Test Loss : 0.016608845
[2021-12-20 05:17:14 | info | root]: Epoch : 210
[2021-12-20 05:17:14 | info | root]: Train Loss : 0.013215894
[2021-12-20 05:17:14 | info | root]: Test Loss : 0.01651774
[2021-12-20 05:17:20 | info | root]: Epoch : 211
[2021-12-20 05:17:20 | info | root]: Train Loss : 0.013278368
[2021-12-20 05:17:20 | info | root]: Test Loss : 0.016524758
[2021-12-20 05:17:30 | info | root]: Epoch : 212
[2021-12-20 05:17:30 | info | root]: Train Loss : 0.013656823
[2021-12-20 05:17:30 | info | root]: Test Loss : 0.01681511
[2021-12-20 05:17:40 | info | root]: Epoch : 213
[2021-12-20 05:17:40 | info | root]: Train Loss : 0.013532686
[2021-12-20 05:17:40 | info | root]: Test Loss : 0.016538631
[2021-12-20 05:17:51 | info | root]: Epoch : 214
[2021-12-20 05:17:51 | info | root]: Train Loss : 0.013479402
[2021-12-20 05:17:51 | info | root]: Test Loss : 0.016374297
[2021-12-20 05:17:56 | info | root]: Epoch : 215
[2021-12-20 05:17:56 | info | root]: Train Loss : 0.013527583
[2021-12-20 05:17:56 | info | root]: Test Loss : 0.016788002
[2021-12-20 05:18:01 | info | root]: Epoch : 216
[2021-12-20 05:18:01 | info | root]: Train Loss : 0.013118154
[2021-12-20 05:18:01 | info | root]: Test Loss : 0.016451625
[2021-12-20 05:18:10 | info | root]: Epoch : 217
[2021-12-20 05:18:10 | info | root]: Train Loss : 0.012725948
[2021-12-20 05:18:10 | info | root]: Test Loss : 0.015885167
[2021-12-20 05:18:20 | info | root]: Epoch : 218
[2021-12-20 05:18:20 | info | root]: Train Loss : 0.013284835
[2021-12-20 05:18:20 | info | root]: Test Loss : 0.01659403
[2021-12-20 05:18:31 | info | root]: Epoch : 219
[2021-12-20 05:18:31 | info | root]: Train Loss : 0.013570305
[2021-12-20 05:18:31 | info | root]: Test Loss : 0.0168573
[2021-12-20 05:18:36 | info | root]: Epoch : 220
[2021-12-20 05:18:36 | info | root]: Train Loss : 0.01411993
[2021-12-20 05:18:36 | info | root]: Test Loss : 0.017012594
[2021-12-20 05:18:41 | info | root]: Epoch : 221
[2021-12-20 05:18:41 | info | root]: Train Loss : 0.012962621
[2021-12-20 05:18:41 | info | root]: Test Loss : 0.016269103
[2021-12-20 05:18:50 | info | root]: Epoch : 222
[2021-12-20 05:18:50 | info | root]: Train Loss : 0.012945096
[2021-12-20 05:18:50 | info | root]: Test Loss : 0.016196985
[2021-12-20 05:19:00 | info | root]: Epoch : 223
[2021-12-20 05:19:00 | info | root]: Train Loss : 0.014165144
[2021-12-20 05:19:00 | info | root]: Test Loss : 0.017333271
[2021-12-20 05:19:11 | info | root]: Epoch : 224
[2021-12-20 05:19:11 | info | root]: Train Loss : 0.012788451
[2021-12-20 05:19:11 | info | root]: Test Loss : 0.016223606
[2021-12-20 05:19:18 | info | root]: Epoch : 225
[2021-12-20 05:19:18 | info | root]: Train Loss : 0.013282181
[2021-12-20 05:19:18 | info | root]: Test Loss : 0.016535502
[2021-12-20 05:19:24 | info | root]: Epoch : 226
[2021-12-20 05:19:24 | info | root]: Train Loss : 0.013673195
[2021-12-20 05:19:24 | info | root]: Test Loss : 0.01691974
[2021-12-20 05:19:33 | info | root]: Epoch : 227
[2021-12-20 05:19:33 | info | root]: Train Loss : 0.012602747
[2021-12-20 05:19:33 | info | root]: Test Loss : 0.015955769
[2021-12-20 05:19:42 | info | root]: Epoch : 228
[2021-12-20 05:19:42 | info | root]: Train Loss : 0.012731506
[2021-12-20 05:19:42 | info | root]: Test Loss : 0.016086303
[2021-12-20 05:19:53 | info | root]: Epoch : 229
[2021-12-20 05:19:53 | info | root]: Train Loss : 0.012725709
[2021-12-20 05:19:53 | info | root]: Test Loss : 0.016004076
[2021-12-20 05:19:58 | info | root]: Epoch : 230
[2021-12-20 05:19:58 | info | root]: Train Loss : 0.012708171
[2021-12-20 05:19:58 | info | root]: Test Loss : 0.01615413
[2021-12-20 05:20:03 | info | root]: Epoch : 231
[2021-12-20 05:20:03 | info | root]: Train Loss : 0.013381099
[2021-12-20 05:20:03 | info | root]: Test Loss : 0.016870443
[2021-12-20 05:20:12 | info | root]: Epoch : 232
[2021-12-20 05:20:12 | info | root]: Train Loss : 0.020287497
[2021-12-20 05:20:12 | info | root]: Test Loss : 0.023125801
[2021-12-20 05:20:22 | info | root]: Epoch : 233
[2021-12-20 05:20:22 | info | root]: Train Loss : 0.024147095
[2021-12-20 05:20:22 | info | root]: Test Loss : 0.026702609
[2021-12-20 05:20:33 | info | root]: Epoch : 234
[2021-12-20 05:20:33 | info | root]: Train Loss : 0.019017894
[2021-12-20 05:20:33 | info | root]: Test Loss : 0.021996398
[2021-12-20 05:20:38 | info | root]: Epoch : 235
[2021-12-20 05:20:38 | info | root]: Train Loss : 0.015763126
[2021-12-20 05:20:38 | info | root]: Test Loss : 0.01858516
[2021-12-20 05:20:43 | info | root]: Epoch : 236
[2021-12-20 05:20:43 | info | root]: Train Loss : 0.014201894
[2021-12-20 05:20:43 | info | root]: Test Loss : 0.017293002
[2021-12-20 05:20:49 | info | root]: Epoch : 237
[2021-12-20 05:20:49 | info | root]: Train Loss : 0.013091524
[2021-12-20 05:20:49 | info | root]: Test Loss : 0.01631658
[2021-12-20 05:20:59 | info | root]: Epoch : 238
[2021-12-20 05:20:59 | info | root]: Train Loss : 0.012988772
[2021-12-20 05:20:59 | info | root]: Test Loss : 0.016096262
[2021-12-20 05:21:09 | info | root]: Epoch : 239
[2021-12-20 05:21:09 | info | root]: Train Loss : 0.012724511
[2021-12-20 05:21:09 | info | root]: Test Loss : 0.016077396
[2021-12-20 05:21:21 | info | root]: Epoch : 240
[2021-12-20 05:21:21 | info | root]: Train Loss : 0.012827979
[2021-12-20 05:21:21 | info | root]: Test Loss : 0.015960153
[2021-12-20 05:21:26 | info | root]: Epoch : 241
[2021-12-20 05:21:26 | info | root]: Train Loss : 0.013380214
[2021-12-20 05:21:26 | info | root]: Test Loss : 0.016487662
[2021-12-20 05:21:31 | info | root]: Epoch : 242
[2021-12-20 05:21:31 | info | root]: Train Loss : 0.012215823
[2021-12-20 05:21:31 | info | root]: Test Loss : 0.015573046
[2021-12-20 05:21:41 | info | root]: Epoch : 243
[2021-12-20 05:21:41 | info | root]: Train Loss : 0.012389571
[2021-12-20 05:21:41 | info | root]: Test Loss : 0.015879733
[2021-12-20 05:21:51 | info | root]: Epoch : 244
[2021-12-20 05:21:51 | info | root]: Train Loss : 0.01228876
[2021-12-20 05:21:51 | info | root]: Test Loss : 0.015669586
[2021-12-20 05:22:02 | info | root]: Epoch : 245
[2021-12-20 05:22:02 | info | root]: Train Loss : 0.01234577
[2021-12-20 05:22:02 | info | root]: Test Loss : 0.015612399
[2021-12-20 05:22:07 | info | root]: Epoch : 246
[2021-12-20 05:22:07 | info | root]: Train Loss : 0.01329135
[2021-12-20 05:22:07 | info | root]: Test Loss : 0.016903043
[2021-12-20 05:22:12 | info | root]: Epoch : 247
[2021-12-20 05:22:12 | info | root]: Train Loss : 0.0123295
[2021-12-20 05:22:12 | info | root]: Test Loss : 0.015693475
[2021-12-20 05:22:21 | info | root]: Epoch : 248
[2021-12-20 05:22:21 | info | root]: Train Loss : 0.011831809
[2021-12-20 05:22:21 | info | root]: Test Loss : 0.0153246075
[2021-12-20 05:22:32 | info | root]: Epoch : 249
[2021-12-20 05:22:32 | info | root]: Train Loss : 0.012114136
[2021-12-20 05:22:32 | info | root]: Test Loss : 0.015383939
[2021-12-20 05:22:43 | info | root]: Epoch : 250
[2021-12-20 05:22:43 | info | root]: Train Loss : 0.011746429
[2021-12-20 05:22:43 | info | root]: Test Loss : 0.015196461
[2021-12-20 05:22:48 | info | root]: Epoch : 251
[2021-12-20 05:22:48 | info | root]: Train Loss : 0.012048846
[2021-12-20 05:22:48 | info | root]: Test Loss : 0.015540593
[2021-12-20 05:22:54 | info | root]: Epoch : 252
[2021-12-20 05:22:54 | info | root]: Train Loss : 0.011848213
[2021-12-20 05:22:54 | info | root]: Test Loss : 0.015126006
[2021-12-20 05:23:03 | info | root]: Epoch : 253
[2021-12-20 05:23:03 | info | root]: Train Loss : 0.012550722
[2021-12-20 05:23:03 | info | root]: Test Loss : 0.016037734
[2021-12-20 05:23:12 | info | root]: Epoch : 254
[2021-12-20 05:23:12 | info | root]: Train Loss : 0.0120540215
[2021-12-20 05:23:12 | info | root]: Test Loss : 0.015255567
[2021-12-20 05:23:23 | info | root]: Epoch : 255
[2021-12-20 05:23:23 | info | root]: Train Loss : 0.012676154
[2021-12-20 05:23:23 | info | root]: Test Loss : 0.01631062
[2021-12-20 05:23:30 | info | root]: Epoch : 256
[2021-12-20 05:23:30 | info | root]: Train Loss : 0.012493339
[2021-12-20 05:23:30 | info | root]: Test Loss : 0.015871271
[2021-12-20 05:23:35 | info | root]: Epoch : 257
[2021-12-20 05:23:35 | info | root]: Train Loss : 0.011695818
[2021-12-20 05:23:35 | info | root]: Test Loss : 0.015093119
[2021-12-20 05:23:42 | info | root]: Epoch : 258
[2021-12-20 05:23:42 | info | root]: Train Loss : 0.012060478
[2021-12-20 05:23:42 | info | root]: Test Loss : 0.015517451
[2021-12-20 05:23:52 | info | root]: Epoch : 259
[2021-12-20 05:23:52 | info | root]: Train Loss : 0.012388098
[2021-12-20 05:23:52 | info | root]: Test Loss : 0.015640805
[2021-12-20 05:24:03 | info | root]: Epoch : 260
[2021-12-20 05:24:03 | info | root]: Train Loss : 0.012112
[2021-12-20 05:24:03 | info | root]: Test Loss : 0.015474234
[2021-12-20 05:24:08 | info | root]: Epoch : 261
[2021-12-20 05:24:08 | info | root]: Train Loss : 0.011314572
[2021-12-20 05:24:08 | info | root]: Test Loss : 0.014801862
[2021-12-20 05:24:17 | info | root]: Epoch : 262
[2021-12-20 05:24:17 | info | root]: Train Loss : 0.0114800595
[2021-12-20 05:24:17 | info | root]: Test Loss : 0.0147064235
[2021-12-20 05:24:26 | info | root]: Epoch : 263
[2021-12-20 05:24:26 | info | root]: Train Loss : 0.011498421
[2021-12-20 05:24:26 | info | root]: Test Loss : 0.014961834
[2021-12-20 05:24:36 | info | root]: Epoch : 264
[2021-12-20 05:24:36 | info | root]: Train Loss : 0.011857539
[2021-12-20 05:24:36 | info | root]: Test Loss : 0.01523253
[2021-12-20 05:24:47 | info | root]: Epoch : 265
[2021-12-20 05:24:47 | info | root]: Train Loss : 0.01191087
[2021-12-20 05:24:47 | info | root]: Test Loss : 0.01518566
[2021-12-20 05:24:52 | info | root]: Epoch : 266
[2021-12-20 05:24:52 | info | root]: Train Loss : 0.011746582
[2021-12-20 05:24:52 | info | root]: Test Loss : 0.015391556
[2021-12-20 05:24:57 | info | root]: Epoch : 267
[2021-12-20 05:24:57 | info | root]: Train Loss : 0.011680446
[2021-12-20 05:24:57 | info | root]: Test Loss : 0.01518479
[2021-12-20 05:25:07 | info | root]: Epoch : 268
[2021-12-20 05:25:07 | info | root]: Train Loss : 0.0110983765
[2021-12-20 05:25:07 | info | root]: Test Loss : 0.01463776
[2021-12-20 05:25:17 | info | root]: Epoch : 269
[2021-12-20 05:25:17 | info | root]: Train Loss : 0.011174738
[2021-12-20 05:25:17 | info | root]: Test Loss : 0.014742412
[2021-12-20 05:25:33 | info | root]: Epoch : 270
[2021-12-20 05:25:33 | info | root]: Train Loss : 0.011392035
[2021-12-20 05:25:33 | info | root]: Test Loss : 0.014720663
[2021-12-20 05:25:38 | info | root]: Epoch : 271
[2021-12-20 05:25:38 | info | root]: Train Loss : 0.012298081
[2021-12-20 05:25:38 | info | root]: Test Loss : 0.015837066
[2021-12-20 05:25:44 | info | root]: Epoch : 272
[2021-12-20 05:25:44 | info | root]: Train Loss : 0.012920865
[2021-12-20 05:25:44 | info | root]: Test Loss : 0.016238485
[2021-12-20 05:25:52 | info | root]: Epoch : 273
[2021-12-20 05:25:52 | info | root]: Train Loss : 0.01358123
[2021-12-20 05:25:52 | info | root]: Test Loss : 0.01694801
[2021-12-20 05:26:01 | info | root]: Epoch : 274
[2021-12-20 05:26:01 | info | root]: Train Loss : 0.01270034
[2021-12-20 05:26:01 | info | root]: Test Loss : 0.015686538
[2021-12-20 05:26:12 | info | root]: Epoch : 275
[2021-12-20 05:26:12 | info | root]: Train Loss : 0.014384646
[2021-12-20 05:26:12 | info | root]: Test Loss : 0.017760374
[2021-12-20 05:26:17 | info | root]: Epoch : 276
[2021-12-20 05:26:17 | info | root]: Train Loss : 0.0118996855
[2021-12-20 05:26:17 | info | root]: Test Loss : 0.015244289
[2021-12-20 05:26:22 | info | root]: Epoch : 277
[2021-12-20 05:26:22 | info | root]: Train Loss : 0.011364083
[2021-12-20 05:26:22 | info | root]: Test Loss : 0.0146414805
[2021-12-20 05:26:31 | info | root]: Epoch : 278
[2021-12-20 05:26:31 | info | root]: Train Loss : 0.011104158
[2021-12-20 05:26:31 | info | root]: Test Loss : 0.0146980975
[2021-12-20 05:26:40 | info | root]: Epoch : 279
[2021-12-20 05:26:40 | info | root]: Train Loss : 0.010834101
[2021-12-20 05:26:40 | info | root]: Test Loss : 0.014238581
[2021-12-20 05:26:52 | info | root]: Epoch : 280
[2021-12-20 05:26:52 | info | root]: Train Loss : 0.011160073
[2021-12-20 05:26:52 | info | root]: Test Loss : 0.01472579
[2021-12-20 05:26:57 | info | root]: Epoch : 281
[2021-12-20 05:26:57 | info | root]: Train Loss : 0.01083844
[2021-12-20 05:26:57 | info | root]: Test Loss : 0.014351251
[2021-12-20 05:27:02 | info | root]: Epoch : 282
[2021-12-20 05:27:02 | info | root]: Train Loss : 0.010761607
[2021-12-20 05:27:02 | info | root]: Test Loss : 0.014412478
[2021-12-20 05:27:09 | info | root]: Epoch : 283
[2021-12-20 05:27:09 | info | root]: Train Loss : 0.010746832
[2021-12-20 05:27:09 | info | root]: Test Loss : 0.014401614
[2021-12-20 05:27:19 | info | root]: Epoch : 284
[2021-12-20 05:27:19 | info | root]: Train Loss : 0.011260734
[2021-12-20 05:27:19 | info | root]: Test Loss : 0.014533555
[2021-12-20 05:27:30 | info | root]: Epoch : 285
[2021-12-20 05:27:30 | info | root]: Train Loss : 0.0110558225
[2021-12-20 05:27:30 | info | root]: Test Loss : 0.014606105
[2021-12-20 05:27:35 | info | root]: Epoch : 286
[2021-12-20 05:27:35 | info | root]: Train Loss : 0.010984189
[2021-12-20 05:27:35 | info | root]: Test Loss : 0.014781857
[2021-12-20 05:27:40 | info | root]: Epoch : 287
[2021-12-20 05:27:40 | info | root]: Train Loss : 0.010802196
[2021-12-20 05:27:40 | info | root]: Test Loss : 0.014260351
[2021-12-20 05:27:50 | info | root]: Epoch : 288
[2021-12-20 05:27:50 | info | root]: Train Loss : 0.01171862
[2021-12-20 05:27:50 | info | root]: Test Loss : 0.015486748
[2021-12-20 05:28:00 | info | root]: Epoch : 289
[2021-12-20 05:28:00 | info | root]: Train Loss : 0.011816507
[2021-12-20 05:28:00 | info | root]: Test Loss : 0.01526773
[2021-12-20 05:28:10 | info | root]: Epoch : 290
[2021-12-20 05:28:10 | info | root]: Train Loss : 0.011522944
[2021-12-20 05:28:10 | info | root]: Test Loss : 0.015324723
[2021-12-20 05:28:16 | info | root]: Epoch : 291
[2021-12-20 05:28:16 | info | root]: Train Loss : 0.011150975
[2021-12-20 05:28:16 | info | root]: Test Loss : 0.014579834
[2021-12-20 05:28:21 | info | root]: Epoch : 292
[2021-12-20 05:28:21 | info | root]: Train Loss : 0.010508936
[2021-12-20 05:28:21 | info | root]: Test Loss : 0.014017501
[2021-12-20 05:28:28 | info | root]: Epoch : 293
[2021-12-20 05:28:28 | info | root]: Train Loss : 0.010618276
[2021-12-20 05:28:28 | info | root]: Test Loss : 0.014280714
[2021-12-20 05:28:38 | info | root]: Epoch : 294
[2021-12-20 05:28:38 | info | root]: Train Loss : 0.010574939
